distribution_center_id,distribution_center_name,product_category,product_name,product_department,nums_of_items_in_stock,nums_of_sold_items
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Women's Flannel Pajama Set,Women,17,6
4,Los Angeles CA,Sleep & Lounge,Bottoms Out - Mens Microfleece Lounge Pant Burgundy 23439,Men,3,1
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Sleep Pant,Men,21,7
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Micro-Fleece Sleep Pant,Men,21,8
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Frat Pack Plaid Sleep Pant,Men,22,8
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Urban Sleep Pant,Men,10,4
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Check Sleep Pant,Men,38,14
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Check Woven Sleep Pant,Men,19,8
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Gift Set,Men,34,12
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Pajama Jumpsuit,Men,21,7
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Urban Woven Plaid Sleep Jam,Men,30,13
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Sleepwear Gift Set,Men,29,11
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Frat Pack Sleep Pant,Men,22,8
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Robe,Men,12,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Sleepwear Gift Set,Men,18,6
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Novelty Micro-Fleece Tree Pant,Men,17,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Sleep Pant,Men,22,6
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Woven Sleep Jam,Men,11,4
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Chambray Woven Sleep Pant,Men,15,6
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Urban Woven Plaid Sleep Pant,Men,24,10
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Sleepwear Lightweight Woven Pant,Men,16,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Woven Plaid Sleep Jam,Men,29,11
4,Los Angeles CA,Sleep & Lounge,Bottoms out Mens Sleepwear Gift Sets - Flannel/Microfleece Available,Men,14,6
8,Mobile AL,Sleep & Lounge,Cocoon Womens Silk Travel Pajamas,Women,15,6
10,Savannah GA,Sleep & Lounge,Never Sleep Alone 2012 Sleepshirt by Dog Is Good,Women,21,7
2,Chicago IL,Sleep & Lounge,Eddie Bauer Jersey Sleep Pants,Men,13,5
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Charm Pajama,Women,15,5
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Graceful Autumn Short Nightgown,Women,17,6
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Graceful Autumn Nightgown,Women,16,5
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Winter Star Pajama,Women,14,6
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's The Empress Robe,Women,23,8
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Charm Short Nightgown,Women,15,6
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Evening Star Ballet Nightgown,Women,10,4
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Royal Gardens Ballet Nightgown,Women,9,3
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Cascade Ballet Nightgown,Women,13,6
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Winter Wonderland Pajama,Women,18,7
4,Los Angeles CA,Sleep & Lounge,Eileen West Women's Frosted Beauty Ballet Nightgown,Women,22,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Waffle Weave Spa Robe,Women,2,1
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Print 2 Piece Long-Sleeve V-Neck Top and Pant Pajama Set,Women,28,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors 1976 Night Shirt,Women,16,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Pink Polka Dot Short Pajama Set,Women,20,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors 1976 Printed Night Shirt,Women,9,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors V-Neck Tee Shirt,Women,24,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Dot Print Short Set,Women,5,2
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Snuggly Embroidered Solid Pant,Women,19,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Print Shawl Collar Robe,Women,9,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Comic Boom Print Short Set,Women,26,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Hk Loves Me Solid Sleep Pant,Women,18,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors HK Head Print Footie Pajama Set,Women,25,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Head Print Jumpsuit,Women,14,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Comic Print Short Set,Women,25,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Animal Print 3 Piece Pajama Gift Set,Women,13,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Hk Loves Me Placement Print Solid Sleep Pant,Women,17,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Heart Print Pajama Set,Women,17,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Snuggly Embroidered Hooded Robe,Women,20,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk 2 Piece Yoga Legging Set,Women,17,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Snuggly Kimono Robe,Women,31,13
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Animal Print Pajama Set,Women,29,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Print Pajama Set,Women,13,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors HK for Life Face Print Pajama Set,Women,10,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Graphic Cheer Night Shirt,Women,17,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Bow Print Pajama Set,Women,11,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Snuggly Burnout Sleep Pant,Women,9,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Women's Hk Yoga Legging Set,Women,28,11
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Forever Heart Print Hoodie Footie Pajama Suit,Women,16,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors What's My Name Pajama Set,Women,16,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Hk Loves Me Placement Printed Hoodie,Women,30,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Hello Kitty Juniors Hk Loves Me Printed Sleep Pant,Women,18,6
3,Houston TX,Sleep & Lounge,Hot Chillys Kid's Mid Weight Bottom,Women,13,6
3,Houston TX,Sleep & Lounge,Hot Chillys Women's MTF 4000 Jewel Neck Top,Women,11,4
4,Los Angeles CA,Sleep & Lounge,Leisureland Men's Plaid Pajamas,Men,11,4
4,Los Angeles CA,Sleep & Lounge,Leisureland Men's Gray Plaid Pajama Set X-Large,Men,16,6
10,Savannah GA,Sleep & Lounge,Miss Elaine Embroidered Tricot Short Gown,Women,11,4
10,Savannah GA,Sleep & Lounge,Miss Elaine Long Flutter Sleeve Gown,Women,21,7
10,Savannah GA,Sleep & Lounge,Miss Elaine Short Flutter Sleeve Gown,Women,8,3
9,Charleston SC,Sleep & Lounge,Munki Munki Women's  Classic Flannel 2 Piece Pajama Set,Women,21,7
9,Charleston SC,Sleep & Lounge,Munki Munki Women's Classic Flannel Patch Pocket Pajama Set,Women,11,4
9,Charleston SC,Sleep & Lounge,Munki Munki Women's Classic Flannel Pajama Set With Contrast Trim,Women,20,7
9,Charleston SC,Sleep & Lounge,Munki Munki Women's Classic Flannel Pajama Set With Elastic Waistband Pants,Women,15,5
9,Charleston SC,Sleep & Lounge,Munki Munki Women's Classic Flannel Charming Pajama Set,Women,11,5
2,Chicago IL,Sleep & Lounge,FDNY Lounge Pants Pajama Sleep Bottoms Blue,Men,11,4
3,Houston TX,Sleep & Lounge,New Balance Men's Sleepwear Pant,Men,16,6
7,Philadelphia PA,Sleep & Lounge,Nightshirt Says She Who Reads is Booked Every Night - Light Blue,Women,20,7
4,Los Angeles CA,Sleep & Lounge,Noble Mount Mens 2pack Comfort-Fit Sleep/Lounge Pants,Men,18,8
4,Los Angeles CA,Sleep & Lounge,Noble Mount Mens 2-Pack Knit Sleep/Lounge Pants - Patterns and Sizes Available,Men,25,8
4,Los Angeles CA,Sleep & Lounge,North River Men's Flannel Deer Lounge Pants,Men,4,1
4,Los Angeles CA,Sleep & Lounge,North River Men's Flannel Duck/Dog Lounge Pants,Men,24,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Portfolio Flannel Plaid Black Gray and White Pajama Pants,Men,23,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Portfolio Men's Long Sleeve Sleep Set - Gift Boxed,Men,8,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Plaid Men's Flannel Sleepwear Pants,Men,36,13
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Men's Fleece Pant,Men,16,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Flannel Sleepwear Pants Plaid Men's,Men,12,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Men's Short Sleeve Solid V-Neck Ringer,Men,20,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Flannel Sleepwear Pants Plaid,Men,12,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Men's Black Pajama Pants,Men,34,11
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Portfolio Plaid Black and Blues Pajama Pants,Men,25,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Men's Perry Ellis Plaid Flannel Sleepwear Pants,Men,17,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Plaid Flannel Sleepwear Pants,Men,26,11
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Perry Ellis Flannel Sleepwear Pants Men's,Men,16,6
2,Chicago IL,Sleep & Lounge,Blackwatch Classic Christmas Pajama for Men,Men,20,7
4,Los Angeles CA,Sleep & Lounge,Sleepyheads Crossword Black & White Lounger Pajama,Women,11,4
3,Houston TX,Sleep & Lounge,Stacy Adams Men's Sleep Pant Casual Bottoms,Men,18,7
1,Memphis TN,Sleep & Lounge,Stan Herman Women's Snow Flurries Robe,Women,20,8
1,Memphis TN,Sleep & Lounge,Super Mario Men's Pajama Set,Men,18,6
5,New Orleans LA,Sleep & Lounge,Organic Truffles In Unique Hexagonal Box 7 Piece & Beautiful Seersucker Robe,Men,31,10
2,Chicago IL,Sleep & Lounge,Vanity Fair Women's Colortura Short Gown #30107,Women,18,8
2,Chicago IL,Sleep & Lounge,Vanity Fair Women's Colortura Short Sleeve Pajama #90107,Women,16,6
2,Chicago IL,Sleep & Lounge,Vanity Fair Women's Colortura Flutter Sleeve Gown,Women,4,2
2,Chicago IL,Sleep & Lounge,Down Robe Small (8-10) and Matching Slippers,Women,21,7
2,Chicago IL,Sleep & Lounge,Down Robe Extra-Large (20-22) and Matching Slippers,Women,2,1
2,Chicago IL,Sleep & Lounge,Down Robe Large (16-18) and Matching Slippers,Women,21,9
5,New Orleans LA,Sleep & Lounge,Maternity Nursing Wrap Top Sleep Set Sleepwear,Women,17,6
10,Savannah GA,Sleep & Lounge,Big Feet PJs Green Plaid Flannel Footed Pajamas for Women and Men,Women,9,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Daze Pajama,Women,19,8
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials Drawtie Pant,Women,16,6
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials With Satin Short Sleeve Top,Women,15,7
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Woven Pant,Men,16,6
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Bold Body-Defining Fit Jam,Men,9,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Nocturnal Elegance Sleepshort,Women,9,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials L/S Sleep V-neck,Women,21,9
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials Long Sleeve Night Dress,Women,8,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials With Satin Long Sleeve Nightdress,Women,13,4
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Mix Essentials Short Robe #S2220,Women,25,9
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Micro Modal PJ Pant,Men,10,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Spark Foldover Pajama Bottom,Women,12,5
3,Houston TX,Sleep & Lounge,Calvin Klein Womens Essentials With Satin Sleep V-neck Convertible Sleep Chemise,Women,26,10
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Micro Modal Essentials Pant,Men,23,10
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Nocturnal Elegance Camisole,Women,27,10
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Micro Modal Pant,Men,18,6
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Micro Modal Essentials V-Neck,Men,27,10
3,Houston TX,Sleep & Lounge,Calvin Klein Womens 2 Pack Cotton Knit Sleep Shorts,Women,11,5
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Bold Cotton Pant,Men,13,4
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Knit Pant,Men,6,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials With Satin Long Sleeve V-Neck Top,Women,9,3
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Roll Up Woven Pajama Bottom,Women,24,10
3,Houston TX,Sleep & Lounge,Calvin Klein Men's V- Neck Fashion,Men,19,7
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Essentials With Satin Long Sleeve Short Robe,Women,15,6
3,Houston TX,Sleep & Lounge,Calvin Klein Women's Roll Up Pajama Pant,Women,2,1
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Bold V-neck Pajama,Men,21,7
3,Houston TX,Sleep & Lounge,Calvin Klein Men's Body Long Sleeve Crew Neck Top,Men,22,9
1,Memphis TN,Sleep & Lounge,Canyon Ridge Big & Tall Plaid Knit Pants,Men,18,8
7,Philadelphia PA,Sleep & Lounge,Charter Club Zip Plush Robe,Women,19,7
1,Memphis TN,Sleep & Lounge,Comfort Zone Blue Plaid Flannel Pajamas for Men,Men,7,3
1,Memphis TN,Sleep & Lounge,Comfort Zone Cream Plaid Flannel Pajamas for Men,Men,19,7
1,Memphis TN,Sleep & Lounge,Gray Checked Short Pajamas for Men,Men,15,6
1,Memphis TN,Sleep & Lounge,Gray Geometric Print Short Pajamas for Men,Men,9,4
1,Memphis TN,Sleep & Lounge,Comfort Zone Blue Striped Flannel Pajamas for Men,Men,10,3
1,Memphis TN,Sleep & Lounge,Black and White Flannel Pajama Pants for Men,Men,20,9
1,Memphis TN,Sleep & Lounge,Comfort Zone Gray Checked Flannel Pajamas for Men,Men,26,10
1,Memphis TN,Sleep & Lounge,Black Gray and Blue Flannel Pajama Pants for Men,Men,9,3
8,Mobile AL,Sleep & Lounge,Beautiful Black Satin Robe Womens Sexy Charmeuse Sleep Wear Lingerie,Women,7,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Exotic India Pure White Kurta Pajama - White,Men,10,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Exotic India Mauve-Gray Khadi Kurta Pajama - Mauve,Men,19,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Exotic India Ivory Kurta Pajama with Woven Stripes - Ivory,Men,20,8
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Tartan Flannel Lounge Pant,Men,38,14
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Solid Microfleece Lounge Pant,Men,21,8
1,Memphis TN,Sleep & Lounge,State O Maine Light Weight Big and Tall Lounge Pant,Men,19,7
1,Memphis TN,Sleep & Lounge,State O Maine Oxford Plaid Robe,Men,22,7
1,Memphis TN,Sleep & Lounge,State O Maine Jersey Knit Lounge Short,Men,38,14
1,Memphis TN,Sleep & Lounge,Big & Tall Pajama - State O Maine Long Sleve Nylon Pajama,Men,12,4
1,Memphis TN,Sleep & Lounge,State O Maine Jersey Knit Lounge Pant,Men,57,21
1,Memphis TN,Sleep & Lounge,State O Maine Big & Tall Basic Seersucker Kimono Robe,Men,26,10
1,Memphis TN,Sleep & Lounge,Big & Tall State O Maine Light Weight Broadcloth Robe,Men,7,3
1,Memphis TN,Sleep & Lounge,State O Maine Flannel NiteShirt - ASSORTED,Men,19,8
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Fashion Flannel Pajama,Men,75,26
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Plaid Microfleece Lounge Pant,Men,49,18
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Tartan Flannel Pajama,Men,42,15
1,Memphis TN,Sleep & Lounge,State O Maine Big and Tall Fashion Flannel Lounge Pant,Men,52,18
1,Memphis TN,Sleep & Lounge,Big and Tall Robe - Solid Terry Velour Kimono by State O Maine,Men,20,7
1,Memphis TN,Sleep & Lounge,Botany Big and Tall Long Sleeve Pajama,Men,15,5
1,Memphis TN,Sleep & Lounge,State O Maine Big Mens Striped Shortie Pajama,Men,14,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens Plaid Print Fleece Pajama Pants,Men,19,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Misses Plaid Two Length Pajama Pants,Women,6,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens Lightweight Plaid Pajama Bottoms,Men,14,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Misses Two Piece Lightweight Grey Pajama Set,Women,9,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Misses Ultra Soft Fleece Print Pajama Bottoms,Women,22,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Misses Ultra Soft Fleece Animal Print Pajama Bottoms,Women,23,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens Striped Pajama Pants,Men,40,13
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens $100 Bill Fleece Pajama Pants,Men,17,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens Plaid Fleece Pajama Pants,Men,27,11
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Mens Ultra Soft Plaid Fleece Pajama Pants,Men,13,6
5,New Orleans LA,Sleep & Lounge,Cheetah Plush Pajama Pants for Women,Women,14,5
5,New Orleans LA,Sleep & Lounge,Set of Two Peace and Love Print Plush Pajama Shorts for Juniors,Women,7,3
2,Chicago IL,Sleep & Lounge,Michael Kors Woven Sleep Short (09M0254),Men,5,2
2,Chicago IL,Sleep & Lounge,Michael Kors Woven Sleep Pant (09M0271),Men,11,5
2,Chicago IL,Sleep & Lounge,Michael Kors Woven Sleep Pant (09M0262),Men,18,6
2,Chicago IL,Sleep & Lounge,Michael Kors Woven Sleep Pant (09M0266),Men,17,7
1,Memphis TN,Sleep & Lounge,N2N Bodywear Dream Robe,Men,15,6
1,Memphis TN,Sleep & Lounge,N2N Bodywear Dream Hoodie,Men,27,11
1,Memphis TN,Sleep & Lounge,N2N Bodywear BT9 - Soft and Luxurious Brushed Tactel Lounge Pants - White or Black,Men,22,8
1,Memphis TN,Sleep & Lounge,Women's Cotton Rich Knit Lounge Pants - Many Cute Designs Available,Women,9,4
1,Memphis TN,Sleep & Lounge,Women's Fall/Winter Plush Pants - Dots,Women,15,5
1,Memphis TN,Sleep & Lounge,Women's Cotton Jersey Crochet Back Top/Capri Lounge Set - Colors Available,Women,10,4
1,Memphis TN,Sleep & Lounge,Women's 100% Cotton Jersey Smocked Striped Top/Capri Set - Colors Available,Women,31,12
1,Memphis TN,Sleep & Lounge,Womens Premium 100% Cotton Flannel Pajama Sleepwear set - Many Cute Patterns,Women,29,9
1,Memphis TN,Sleep & Lounge,Women's Crochet Back Top/Capri Set - Colors Available,Women,20,7
1,Memphis TN,Sleep & Lounge,Women's Warm Footie Pajama (Junior Sizes) - Angry Birds/Snoopy Available,Women,15,6
1,Memphis TN,Sleep & Lounge,Men's Liscensed Lounge Pajama Pants - Naughty/Valentines/C... Available,Men,27,10
1,Memphis TN,Sleep & Lounge,Women's 100% Cotton Leopard Print Sleep Set - Colors Available,Women,29,10
9,Charleston SC,Sleep & Lounge,Kimono Robe - Brocade Bamboo (Short),Women,21,8
9,Charleston SC,Sleep & Lounge,Kimono Robe - Brocade Mini Cherry Blossom & Bamboo (Long),Women,9,3
1,Memphis TN,Sleep & Lounge,PJ Salvage Owls Purple Fleece Pajama,Women,26,10
1,Memphis TN,Sleep & Lounge,PJ Salvage Hearts Flannel PJ Set (HEAPJ1),Women,17,6
7,Philadelphia PA,Sleep & Lounge,Softies Sheer Mink Leopard Robe,Women,23,8
7,Philadelphia PA,Sleep & Lounge,Turkish Terrycloth Premium White Robe,Women,18,6
7,Philadelphia PA,Sleep & Lounge,Turkish Hooded Navy Robe,Women,16,6
7,Philadelphia PA,Sleep & Lounge,Softies Blue Plush Velour Classic Zip Robe,Women,28,11
7,Philadelphia PA,Sleep & Lounge,Turkish Terrycloth Deluxe White Robe,Women,3,1
7,Philadelphia PA,Sleep & Lounge,Softies Women's Turkish Terrycloth Hooded Robe,Women,15,5
10,Savannah GA,Sleep & Lounge,Polo Ralph Lauren Men's Big Pony Woven Lounge Pajama Pants,Men,13,5
2,Chicago IL,Sleep & Lounge,SILK COUTURE: Mens Sleepwear - Silk Boxer Shorts / Pajama Lounge Shorts - Size: M-L,Men,42,16
1,Memphis TN,Sleep & Lounge,Royal Blue XXL Terry Bathrobe. Heavy Full Length 51,Men,15,5
1,Memphis TN,Sleep & Lounge,Burgundy XXL Terry Bathrobe. Heavy 22oz. Full Length 52 Inches,Men,18,7
1,Memphis TN,Sleep & Lounge,Lightweight White Terry Velour Bathrobe 48,Men,21,8
1,Memphis TN,Sleep & Lounge,White Waffle Weave Bathrobe W/shawl Collar,Women,8,2
1,Memphis TN,Sleep & Lounge,Spa & Resort Hooded Terry Velour Bathrobe. Available in White Black Navy Royal Blue Hunter Green Burgundy Red and Natural,Women,14,5
1,Memphis TN,Sleep & Lounge,XXL Terry Velour Bathrobe 51 Length Long Sleeves Available in 9 Colors,Men,18,7
1,Memphis TN,Sleep & Lounge,XXL White Terry Velour Bathrobe 100% Cotton Heavy 22oz. 52,Men,14,5
1,Memphis TN,Sleep & Lounge,Red Terry Bathrobe 100% Cotton - 48l,Men,14,4
1,Memphis TN,Sleep & Lounge,Purple Hooded Terry Bathrobe Soft Double Loop Terry Full Length 52 Inches Unisex Design,Men,15,6
1,Memphis TN,Sleep & Lounge,Hunter Green Hooded Terry Robe W/double stitching 50L,Men,26,10
1,Memphis TN,Sleep & Lounge,Spa and Resort Black Terry Velour Bathrobe 100% Cotton 50l,Men,18,5
1,Memphis TN,Sleep & Lounge,Natural Hooded Terry Velour Bathrobe,Men,31,10
1,Memphis TN,Sleep & Lounge,Burgundy Hooded Terry Robe W/double stitching,Men,23,8
1,Memphis TN,Sleep & Lounge,Burgundy Hooded Terry Bathrobe Soft Douible Loop Terry Full Length 52 Inches Unisex Design,Men,24,7
1,Memphis TN,Sleep & Lounge,Spa & Resort White Terry Velour Bathrobe 100% Cotton Full Length 51 Inches. Unisex Design,Women,26,8
1,Memphis TN,Sleep & Lounge,Navy Blue Terry Velour Bathrobe 100% Cotton 50L,Women,19,7
1,Memphis TN,Sleep & Lounge,Spa & Resort 14oz Hooded Terry Bathrobe. 5 Colors Available. Robe Weight - 4 Pounds Dry.,Men,17,5
